41	47	1
41	48	1
41	50	1
41	51	1
41	52	2
42	43	1
42	44	3
42	45	1
42	46	1
42	47	2
42	48	1
42	49	1
42	50	1
42	51	1
43	47	1
43	49	2
43	50	2
44	47	1
44	50	2
44	52	1
45	47	2
45	49	1
45	50	2
45	52	1
46	47	3
46	52	1
47	49	1
47	50	6
47	52	2
48	51	1
49	50	3
49	51	1
50	51	1
50	52	1
